112,171,194,74,113,129,14892,4751,1020,86,24,19,0,400,13061,18125,
99,149,165,65,98,109,13266,4258,889,60,14,11,0,400,13071,18153,
120,186,213,79,123,141,16353,5221,1050,116,34,31,0,400,13169,18196,
137,212,249,91,141,165,18111,5952,1225,164,44,33,0,400,13124,18141,
86,127,143,57,84,95,11448,3620,692,70,17,9,0,400,13102,18129,
65,95,103,42,62,73,9006,2823,490,30,9,7,0,400,13189,18194,
64,93,102,42,61,73,8829,2760,465,33,11,11,0,400,13174,18199,
49,76,83,34,52,66,6891,2180,394,34,9,3,0,400,13162,18191,
75,118,123,49,78,81,10041,3190,615,63,6,3,12,417,13135,18170,
66,98,107,43,65,75,8952,2851,513,42,9,8,0,400,13152,18180,
64,106,117,42,70,78,8577,2725,647,63,12,8,0,400,13131,18164,
91,152,187,60,101,124,12465,4012,898,130,39,33,0,400,13058,18114,
93,153,185,61,101,123,12369,3976,945,140,31,28,42,556,12946,18063,
174,273,310,115,181,206,23937,7668,1713,174,49,24,0,400,13007,18068,
183,281,318,121,187,211,24744,7933,1672,201,48,31,0,400,13072,18091,
184,276,320,122,183,213,24573,7911,1724,172,60,40,0,400,13054,18086,
172,260,296,114,173,197,23115,7437,1558,146,47,39,0,400,12984,18045,
187,286,330,124,190,219,25176,8114,1783,204,49,45,0,400,12986,18030,
190,304,344,126,202,228,26121,8381,1859,234,51,38,0,400,12998,18042,
192,274,301,127,182,200,25500,8171,1613,126,30,22,0,400,13003,18042,
142,212,225,94,141,149,19089,6126,1207,92,14,9,0,400,12966,17998,
147,228,261,97,151,174,19497,6320,1300,142,44,32,0,400,12930,17994,
121,183,207,80,121,137,16113,5197,1031,110,28,14,0,400,12865,17909,
136,213,250,90,141,166,18030,5871,1267,148,44,36,0,400,12888,17932,
130,205,233,86,136,155,17484,5624,1202,134,36,30,0,400,12891,17923,
164,254,303,109,169,201,22464,7225,1564,182,64,50,0,400,12963,17965,
98,145,163,65,96,108,13050,4190,826,64,20,14,0,400,12968,17967,
102,159,179,67,105,119,13656,4368,889,104,20,16,0,400,12946,17940,
99,151,166,65,100,110,13128,4186,825,84,16,16,0,400,12890,17912,
82,123,140,54,81,93,10881,3499,666,70,17,14,0,400,13001,17978,
86,121,139,57,80,92,11370,3613,641,48,18,17,0,400,12923,17943,
110,155,173,73,103,115,14367,4598,809,71,18,16,0,400,13009,18003,
89,130,148,59,86,98,11739,3769,738,72,18,13,0,400,12936,17997,
159,223,238,105,148,158,21141,6799,1180,91,19,18,0,400,12674,17836,
111,171,196,73,113,130,15138,4783,901,126,27,20,0,400,12881,17954,
96,143,153,63,95,101,12588,4051,753,66,10,8,0,400,13005,18033,
96,147,162,63,97,107,13035,4115,792,84,17,12,0,400,12955,18012,
101,155,177,66,102,117,13536,4361,910,100,24,18,0,400,12896,17981,
123,185,209,81,123,139,16302,5232,1061,110,25,21,0,400,12934,18011,
100,152,167,66,100,110,13464,4371,827,84,16,13,35,429,12922,17977,
100,145,156,66,96,103,13263,4205,748,64,8,8,0,400,12933,18023,
91,132,150,60,87,99,12138,3882,681,72,17,17,0,400,13080,18095,
90,130,140,59,86,93,11637,3746,682,60,10,7,0,400,13023,18050,
90,133,141,59,88,93,11817,3786,748,54,8,7,143,784,12712,17827,
117,182,205,77,121,136,15411,4980,1059,110,24,20,0,400,12834,17915,
144,223,249,95,148,165,19338,6209,1248,140,33,23,0,400,12961,18041,
119,178,186,79,118,123,15690,5039,963,80,7,3,0,400,12954,18040,
80,122,138,53,81,91,10731,3412,632,68,17,17,0,400,13012,18088,
83,115,123,54,76,81,10827,3475,608,42,9,6,0,400,13031,18120,
143,208,232,95,138,154,18810,6060,1226,108,29,12,6,400,13071,18118,
85,120,140,56,79,93,11079,3557,651,68,20,16,7,400,13083,18120,
81,110,115,53,73,78,10494,3385,600,23,5,4,0,400,13116,18147,
80,122,134,52,80,88,10524,3441,674,60,14,10,0,400,13112,18154,
74,107,111,49,71,77,9435,3057,559,39,3,3,0,400,13141,18161,
82,116,137,54,76,90,10878,3492,593,52,26,22,0,400,13202,18222,
80,116,121,53,77,80,10434,3313,589,45,6,4,0,400,13230,18215,
96,150,159,63,99,105,12861,4090,855,84,10,8,0,400,13112,18159,
55,80,85,36,53,65,7311,2332,466,30,6,3,36,436,13080,18116,
75,104,111,49,69,77,9825,3121,543,27,6,4,0,400,13181,18169,
88,115,124,58,76,82,11328,3643,540,32,11,5,0,400,13299,18276,
65,97,106,43,64,75,8556,2698,497,46,10,4,0,400,13329,18292,
43,62,67,31,46,57,5784,1826,366,18,4,1,0,400,13433,18362,
32,42,44,26,37,44,4170,1335,204,10,1,1,0,400,13472,18394,
21,27,28,20,27,28,2916,907,124,2,1,0,0,400,13508,18425,
18,25,30,18,25,30,2484,770,144,12,4,4,0,400,13606,18492,
11,16,16,11,16,16,1677,503,82,5,0,0,0,400,13590,18480,
9,10,10,9,10,10,1236,384,29,0,0,0,0,400,13630,18528,
5,6,6,5,6,6,867,264,23,0,0,0,0,400,13755,18617,
5,6,7,5,6,7,858,250,27,1,0,0,0,400,13687,18577,
5,5,5,5,5,5,750,226,16,0,0,0,0,400,13764,18640,
3,4,5,3,4,5,807,228,14,1,1,1,0,400,13584,18523,
7,8,8,7,8,8,966,316,37,0,0,0,0,400,13612,18514,
6,7,8,6,7,8,945,299,38,1,1,1,0,400,13568,18484,
10,14,14,10,14,14,1485,481,68,3,0,0,0,400,13614,18509,
5,7,10,5,7,10,939,257,48,6,3,2,0,400,13603,18498,
5,8,9,5,8,9,849,265,51,3,1,0,58,452,13573,18427,
10,11,11,10,11,11,1296,412,44,0,0,0,56,473,13556,18414,
4,5,7,4,5,7,723,228,25,2,1,1,0,400,13563,18426,
6,6,8,6,6,8,810,266,25,2,2,2,0,400,13555,18421,
3,5,7,3,5,7,606,200,22,5,2,2,0,400,13567,18428,
4,5,7,4,5,7,660,206,23,4,2,2,0,400,13568,18430,
4,4,5,4,4,5,636,196,29,1,1,1,0,400,13553,18426,
2,3,3,2,3,3,642,184,16,1,0,0,0,400,13562,18394,
3,4,4,3,4,4,594,188,13,0,0,0,0,400,13571,18430,
3,4,4,3,4,4,582,190,8,0,0,0,0,400,13575,18411,
1,2,2,1,2,2,342,112,5,0,0,0,0,400,13584,18416,
2,2,2,2,2,2,612,186,8,0,0,0,0,400,13540,18382,
3,3,4,3,3,4,546,162,11,1,0,0,0,400,13375,18214,
3,4,5,3,4,5,666,218,22,1,1,1,53,559,13251,18133,
0,0,0,0,0,0,21,7,1,0,0,0,0,400,14250,19258,
0,0,0,0,0,0,45,15,0,0,0,0,0,400,14081,19193,
0,1,1,0,1,1,141,46,6,1,0,0,0,400,13985,19138,
0,0,0,0,0,0,48,14,1,0,0,0,0,400,14235,19292,
