0,2,2,0,2,2,0,0,0,0,0,0,0,400,8689,14553,
0,0,1,0,0,1,87,27,1,1,1,1,0,400,13638,18077,
0,0,0,0,0,0,63,21,1,0,0,0,0,400,13709,18170,
0,0,0,0,0,0,60,18,0,0,0,0,0,400,13868,18504,
0,0,0,0,0,0,33,8,0,0,0,0,0,400,13918,18667,
0,0,0,0,0,0,90,29,1,0,0,0,0,400,14067,18863,
0,0,0,0,0,0,60,17,2,0,0,0,0,400,14067,18913,
0,0,0,0,0,0,54,16,3,0,0,0,0,400,14074,18982,
0,2,2,0,2,2,0,0,0,0,0,0,0,400,9372,14554,
2,3,3,2,3,3,447,141,9,0,0,0,0,400,13047,17430,
0,0,0,0,0,0,231,71,2,0,0,0,0,400,13210,17792,
1,1,1,1,1,1,312,98,2,0,0,0,0,400,13280,17963,
0,0,0,0,0,0,360,114,2,0,0,0,0,400,13310,18058,
0,0,0,0,0,0,294,92,6,0,0,0,0,400,13353,18123,
1,1,1,1,1,1,498,150,3,0,0,0,0,400,13382,18180,
1,2,2,1,2,2,324,102,11,1,0,0,0,400,13417,18224,
1,1,1,1,1,1,336,112,2,0,0,0,0,400,13420,18237,
2,2,3,2,2,3,360,120,6,2,2,2,0,400,13447,18277,
2,2,2,2,2,2,486,152,3,0,0,0,0,400,13455,18291,
1,1,1,1,1,1,303,91,3,0,0,0,0,400,13478,18307,
2,2,2,2,2,2,366,112,2,1,0,0,0,400,13488,18330,
1,1,1,1,1,1,300,96,8,0,0,0,0,400,13497,18338,
0,0,0,0,0,0,306,94,5,0,0,0,0,400,13505,18349,
0,0,1,0,0,1,216,70,4,1,1,1,0,400,13517,18364,
1,2,2,1,2,2,333,104,2,0,0,0,0,400,13518,18362,
0,0,0,0,0,0,366,110,3,0,0,0,0,400,13516,18365,
1,1,1,1,1,1,360,110,4,0,0,0,0,400,13528,18375,
1,1,1,1,1,1,300,92,1,0,0,0,0,400,13543,18399,
1,1,1,1,1,1,336,110,5,0,0,0,0,400,13538,18385,
2,2,2,2,2,2,492,156,3,0,0,0,0,400,13448,18361,
2,2,2,2,2,2,369,115,4,0,0,0,0,400,13367,18338,
0,0,0,0,0,0,363,113,2,0,0,0,0,400,13345,18330,
2,2,2,2,2,2,384,124,1,0,0,0,0,400,13304,18319,
0,0,0,0,0,0,294,92,0,0,0,0,0,400,13249,18304,
0,1,1,0,1,1,324,106,2,0,0,0,0,400,13188,18272,
0,0,0,0,0,0,318,98,0,0,0,0,0,400,13265,18302,
2,2,2,2,2,2,324,108,4,0,0,0,0,400,13265,18310,
2,2,3,2,2,3,390,126,6,1,1,1,0,400,13250,18304,
3,3,3,3,3,3,522,168,5,0,0,0,0,400,13286,18312,
1,1,2,1,1,2,360,112,4,1,1,0,0,400,13314,18328,
1,1,1,1,1,1,402,130,1,0,0,0,0,400,13319,18323,
1,1,1,1,1,1,354,108,5,0,0,0,0,400,13349,18333,
2,2,2,2,2,2,408,122,5,0,0,0,0,400,13327,18342,
1,1,2,1,1,2,300,96,3,1,1,1,0,400,13354,18346,
1,1,1,1,1,1,366,120,9,0,0,0,0,400,13341,18343,
1,1,3,1,1,3,378,116,2,2,2,1,0,400,13350,18350,
1,2,2,1,2,2,360,112,9,2,0,0,0,400,13349,18344,
1,1,1,1,1,1,306,98,3,0,0,0,0,400,13339,18335,
1,2,2,1,2,2,402,118,10,0,0,0,0,400,13357,18343,
