0,0,0,0,0,0,213,59,1,0,0,0,56.40,24.70,76.46,24.70,76.46,
0,0,0,0,0,0,93,28,0,0,0,0,56.20,24.70,76.46,24.69,76.45,
0,0,1,0,0,1,162,50,3,1,1,1,55.60,24.50,76.10,24.46,76.02,
0,0,0,0,0,0,129,43,2,0,0,0,59.60,24.40,75.92,24.45,76.01,
0,0,0,0,0,0,84,26,4,0,0,0,57.50,24.30,75.74,24.29,75.72,
0,0,0,0,0,0,117,34,3,0,0,0,69.70,25.00,77.00,25.38,77.68,
282,1277,1604,187,851,1069,3290,22792,15573,4781,1234,880,57.40,25.50,77.90,25.60,78.09,
179,413,483,118,274,321,26667,8713,3295,525,94,62,53.90,25.60,78.08,25.62,78.12,
143,321,373,95,213,248,20706,6747,2382,378,60,44,56.20,25.70,78.26,25.79,78.43,
123,269,322,81,178,213,17190,5583,1891,295,60,36,53.00,25.60,78.08,25.60,78.08,
93,204,238,61,135,158,13377,4341,1477,194,37,28,52.90,25.50,77.90,25.49,77.88,
77,156,188,51,103,125,10749,3481,1064,152,33,23,52.90,25.40,77.72,25.38,77.68,
60,124,148,39,82,98,8328,2712,849,128,23,18,53.10,25.40,77.72,25.38,77.69,
42,89,104,31,59,74,5973,1953,646,62,17,13,53.20,25.30,77.54,25.27,77.49,
29,67,76,25,48,62,4392,1423,471,60,7,5,53.30,25.20,77.36,25.17,77.30,
26,53,57,23,43,52,3654,1192,335,44,3,2,53.30,25.10,77.18,25.06,77.10,
25,45,50,23,39,48,3384,1101,326,11,3,3,53.40,25.10,77.18,25.06,77.11,
21,43,49,20,38,47,3042,992,303,24,7,3,53.40,25.10,77.18,25.06,77.11,
19,43,46,19,37,45,2838,922,294,38,3,3,53.30,25.10,77.18,25.06,77.10,
13,28,32,13,28,32,1914,620,196,22,4,4,53.30,25.20,77.36,25.17,77.30,
13,23,25,13,23,25,1773,581,158,11,2,1,53.50,25.20,77.36,25.17,77.31,
9,15,18,9,15,18,1347,437,122,7,2,2,62.10,25.50,77.90,25.73,78.31,
8,17,19,8,17,19,1368,439,144,6,2,2,53.30,25.50,77.90,25.50,77.90,
7,10,18,7,10,18,1020,328,78,9,8,6,53.10,25.40,77.72,25.38,77.69,
6,12,13,6,12,13,1056,340,88,6,2,1,52.90,25.40,77.72,25.38,77.68,
7,13,13,7,13,13,1080,349,88,2,0,0,52.80,25.40,77.72,25.37,77.67,
4,10,11,4,10,11,855,277,74,4,1,1,52.80,25.50,77.90,25.48,77.87,
4,7,7,4,7,7,657,219,59,2,0,0,52.70,25.50,77.90,25.48,77.87,
6,11,12,6,11,12,1002,321,80,1,1,1,52.70,25.50,77.90,25.48,77.87,
3,4,4,3,4,4,534,170,25,1,0,0,52.60,25.50,77.90,25.48,77.86,
5,7,8,5,7,8,696,230,51,1,1,0,52.50,25.50,77.90,25.48,77.86,
2,4,5,2,4,5,486,156,30,1,1,1,52.30,25.50,77.90,25.47,77.85,
3,4,4,3,4,4,474,152,29,0,0,0,52.30,25.60,78.08,25.58,78.05,
3,5,6,3,5,6,543,173,41,2,1,1,52.20,25.60,78.08,25.58,78.04,
2,4,4,2,4,4,468,148,29,0,0,0,52.00,25.60,78.08,25.57,78.03,
3,4,4,3,4,4,480,156,19,0,0,0,52.00,25.60,78.08,25.57,78.03,
2,4,5,2,4,5,498,162,37,1,1,1,52.10,25.60,78.08,25.58,78.04,
1,3,4,1,3,4,462,148,28,1,1,1,52.00,25.60,78.08,25.57,78.03,
1,1,1,1,1,1,195,63,3,0,0,0,52.00,25.70,78.26,25.68,78.23,
2,2,3,2,2,3,360,116,11,2,0,0,51.90,25.70,78.26,25.68,78.23,
0,1,1,0,1,1,210,70,6,0,0,0,51.90,25.70,78.26,25.68,78.23,
0,0,0,0,0,0,141,47,2,0,0,0,51.80,25.70,78.26,25.68,78.22,
1,1,3,1,1,3,321,103,20,2,2,2,51.70,25.70,78.26,25.68,78.22,
0,0,0,0,0,0,147,47,0,0,0,0,51.70,25.70,78.26,25.68,78.22,
0,0,0,0,0,0,69,18,2,0,0,0,51.70,25.70,78.26,25.68,78.22,
1,2,2,1,2,2,249,81,11,0,0,0,51.70,25.70,78.26,25.68,78.22,
0,0,0,0,0,0,153,51,3,0,0,0,51.60,25.70,78.26,25.67,78.21,
0,0,0,0,0,0,87,24,5,0,0,0,51.60,25.80,78.44,25.78,78.41,
0,0,0,0,0,0,156,51,1,0,0,0,51.50,25.80,78.44,25.78,78.40,
0,0,0,0,0,0,117,34,8,0,0,0,51.50,25.80,78.44,25.78,78.40,
0,0,0,0,0,0,102,34,3,0,0,0,51.50,25.80,78.44,25.78,78.40,
0,0,0,0,0,0,72,24,5,0,0,0,51.40,25.80,78.44,25.78,78.40,
0,0,0,0,0,0,72,24,0,0,0,0,51.40,25.80,78.44,25.78,78.40,
0,0,0,0,0,0,30,10,3,0,0,0,51.40,25.90,78.62,25.89,78.60,
0,0,1,0,0,1,84,24,1,1,1,1,51.30,25.80,78.44,25.77,78.40,
0,0,0,0,0,0,54,16,3,0,0,0,51.30,25.90,78.62,25.88,78.59,
0,0,0,0,0,0,36,12,2,0,0,0,51.30,25.90,78.62,25.88,78.59,
0,0,0,0,0,0,57,17,1,0,0,0,51.20,25.90,78.62,25.88,78.59,
0,0,0,0,0,0,75,25,6,0,0,0,51.20,25.90,78.62,25.88,78.59,
0,0,0,0,0,0,180,54,6,0,0,0,51.20,25.90,78.62,25.88,78.59,
0,0,0,0,0,0,39,11,3,0,0,0,51.20,25.90,78.62,25.88,78.59,
0,0,0,0,0,0,33,11,1,0,0,0,51.10,25.90,78.62,25.88,78.58,
0,0,0,0,0,0,84,28,0,0,0,0,51.10,26.00,78.80,25.99,78.78,
0,0,1,0,0,1,111,37,3,1,1,1,51.10,26.00,78.80,25.99,78.78,
0,0,1,0,0,1,174,52,4,1,1,1,51.10,25.90,78.62,25.88,78.58,
0,0,0,0,0,0,75,25,0,0,0,0,51.20,25.80,78.44,25.77,78.39,
0,0,0,0,0,0,108,36,4,0,0,0,51.30,25.80,78.44,25.77,78.40,
0,0,0,0,0,0,150,50,3,1,1,0,51.50,25.90,78.62,25.89,78.60,
0,0,0,0,0,0,177,55,2,0,0,0,51.40,25.90,78.62,25.89,78.60,
0,0,0,0,0,0,174,56,0,0,0,0,51.40,26.00,78.80,26.00,78.80,
0,0,0,0,0,0,111,33,6,1,0,0,51.30,26.00,78.80,25.99,78.79,
0,0,0,0,0,0,63,21,0,0,0,0,51.30,26.00,78.80,25.99,78.79,
0,0,0,0,0,0,102,34,1,0,0,0,51.30,26.10,78.98,26.10,78.99,
0,0,0,0,0,0,114,38,5,0,0,0,51.20,26.10,78.98,26.10,78.98,
0,0,0,0,0,0,123,35,3,0,0,0,51.20,26.10,78.98,26.10,78.98,
